#Número de datos, Selection, Insertion, Bubble, Shell Knuth, Shell 1959, Shell Frank y Lazarus, 1960,Quick Básico,Quick Insertion,Quick Mediana,Merge Basico,Merge Basico Mejorado,Merge Bottom Up, Heap Sort.
10 0.083107 0.080151 0.078046 0.136134 0.143318 0.143498 0.108632 0.089261 0.10129 0.104031 0.101575 0.104488 0.100579
100  0.159083 0.118486 0.181499 0.12783 0.180161 0.142987 0.165325 0.121809 0.124851 0.142515 0.142545 0.157017 0.125939
1000 5.5464 2.87401 7.62444 0.450466 0.704722 0.736793 0.386935 0.3579 0.395967 0.463874 0.393384 0.517923 0.723062
10000 275.426 144.076 541.176 4.47984 6.3217 5.54404 3.11985 1.52986 2.91022 5.41436 3.9606 4.0986 7.07231
100000 27245.4 13979.9 63862.7 52.4591 64.2162 59.3551 19.7633 17.6149 13.8872 41.1904 25.3326 36.7092 61.1923
1000000 2.75441e+06 1.40794e+06 6.4835e+06 655.101 833.185 762.211 205.877 183.608 135.256 437.807 280.184 410.243 707.128
